"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Plymouth County, MA"	"25023"	138	1028707	13.41
	"Suffolk County, MA"	"25025"	164	1582169	10.37
	"Worcester County, MA"	"25027"	193	1645705	11.73
	"Allegan County, MI"	"26005"	23	231995	9.91
	"Alpena County, MI"	"26007"	13	57166	Unreliable
	"Barry County, MI"	"26015"	16	120288	Unreliable
	"Bay County, MI"	"26017"	32	208986	15.31
	"Berrien County, MI"	"26021"	55	308269	17.84
	"Branch County, MI"	"26023"	13	86837	Unreliable
	"Calhoun County, MI"	"26025"	35	268514	13.03
	"Cheboygan County, MI"	"26031"	13	50770	Unreliable
	"Clinton County, MI"	"26037"	24	156331	15.35
	"Eaton County, MI"	"26045"	33	218187	15.12
	"Genesee County, MI"	"26049"	129	816000	15.81
	"Grand Traverse County, MI"	"26055"	22	183891	11.96
	"Hillsdale County, MI"	"26059"	13	91653	Unreliable
	"Houghton County, MI"	"26061"	11	72860	Unreliable
	"Huron County, MI"	"26063"	10	62761	Unreliable
	"Ingham County, MI"	"26065"	63	578237	10.90
	"Ionia County, MI"	"26067"	17	128523	Unreliable
	"Isabella County, MI"	"26073"	13	142345	Unreliable
	"Jackson County, MI"	"26075"	43	317100	13.56
	"Kalamazoo County, MI"	"26077"	58	524639	11.06
	"Kent County, MI"	"26081"	118	1290767	9.14
	"Lapeer County, MI"	"26087"	27	176514	15.30
	"Lenawee County, MI"	"26091"	29	197127	14.71
	"Livingston County, MI"	"26093"	42	378275	11.10
	"Macomb County, MI"	"26099"	271	1739105	15.58
	"Marquette County, MI"	"26103"	19	132937	Unreliable
	"Mason County, MI"	"26105"	10	57949	Unreliable
	"Menominee County, MI"	"26109"	12	46327	Unreliable
	"Midland County, MI"	"26111"	23	166873	13.78
	"Monroe County, MI"	"26115"	51	298857	17.07
	"Muskegon County, MI"	"26121"	53	347101	15.27
	"Oakland County, MI"	"26125"	334	2494806	13.39
	"Oceana County, MI"	"26127"	10	52469	Unreliable
	"Ottawa County, MI"	"26139"	54	568633	9.50
	"Roscommon County, MI"	"26143"	14	47595	Unreliable
	"Saginaw County, MI"	"26145"	58	384260	15.09
	"St. Clair County, MI"	"26147"	50	318937	15.68
	"St. Joseph County, MI"	"26149"	14	121800	Unreliable
	"Sanilac County, MI"	"26151"	27	82678	32.66
	"Shiawassee County, MI"	"26155"	18	137000	Unreliable
	"Tuscola County, MI"	"26157"	15	106102	Unreliable
	"Van Buren County, MI"	"26159"	26	150576	17.27
	"Washtenaw County, MI"	"26161"	74	732336	10.10
	"Wayne County, MI"	"26163"	523	3502982	14.93
	"Anoka County, MN"	"27003"	78	697330	11.19
	"Benton County, MN"	"27009"	16	79929	Unreliable
	"Carlton County, MN"	"27017"	13	71236	Unreliable
	"Carver County, MN"	"27019"	16	202381	Unreliable
	"Cass County, MN"	"27021"	13	58348	Unreliable
	"Chisago County, MN"	"27025"	12	110056	Unreliable
	"Crow Wing County, MN"	"27035"	18	128364	Unreliable
	"Dakota County, MN"	"27037"	93	839237	11.08
	"Freeborn County, MN"	"27047"	12	60981	Unreliable
	"Goodhue County, MN"	"27049"	12	92980	Unreliable
	"Hennepin County, MN"	"27053"	247	2484507	9.94
	"Isanti County, MN"	"27059"	12	78607	Unreliable
	"Itasca County, MN"	"27061"	11	90379	Unreliable
	"Kandiyohi County, MN"	"27067"	20	85238	23.46
	"McLeod County, MN"	"27085"	10	71726	Unreliable
	"Mille Lacs County, MN"	"27095"	15	51738	Unreliable
	"Mower County, MN"	"27099"	10	78729	Unreliable
	"Olmsted County, MN"	"27109"	27	308032	8.77
	"Otter Tail County, MN"	"27111"	15	116430	Unreliable
	"Ramsey County, MN"	"27123"	109	1088623	10.01
	"Redwood County, MN"	"27127"	10	30535	Unreliable
	"Rice County, MN"	"27131"	17	131590	Unreliable
	"St. Louis County, MN"	"27137"	42	399980	10.50
	"Scott County, MN"	"27139"	26	289507	8.98
	"Sherburne County, MN"	"27141"	17	188098	Unreliable
	"Stearns County, MN"	"27145"	27	313474	8.61
	"Washington County, MN"	"27163"	50	509465	9.81
	"Winona County, MN"	"27169"	10	101821	Unreliable
	"Wright County, MN"	"27171"	36	266836	13.49
	"Adams County, MS"	"28001"	13	62251	Unreliable
	"Alcorn County, MS"	"28003"	13	74514	Unreliable
	"Bolivar County, MS"	"28011"	21	64682	32.47
	"Chickasaw County, MS"	"28017"	10	34392	Unreliable
	"DeSoto County, MS"	"28033"	53	354362	14.96
	"Forrest County, MS"	"28035"	23	151450	15.19
	"Grenada County, MS"	"28043"	14	42362	Unreliable
	"Harrison County, MS"	"28047"	59	408261	14.45
	"Hinds County, MS"	"28049"	88	480726	18.31
	"Jackson County, MS"	"28059"	35	283393	12.35
	"Jones County, MS"	"28067"	19	135883	Unreliable
	"Lauderdale County, MS"	"28075"	13	153910	Unreliable
	"Lee County, MS"	"28081"	26	170314	15.27
	"Leflore County, MS"	"28083"	15	59079	Unreliable
	"Lincoln County, MS"	"28085"	11	68870	Unreliable
	"Lowndes County, MS"	"28087"	31	118788	26.10
	"Madison County, MS"	"28089"	43	209732	20.50
	"Marshall County, MS"	"28093"	16	71420	Unreliable
	"Monroe County, MS"	"28095"	24	71745	33.45
	"Panola County, MS"	"28107"	13	68158	Unreliable
	"Pearl River County, MS"	"28109"	18	110580	Unreliable
	"Pike County, MS"	"28113"	19	79135	Unreliable
	"Rankin County, MS"	"28121"	37	302308	12.24
	"Sunflower County, MS"	"28133"	12	52388	Unreliable
	"Tate County, MS"	"28137"	11	56642	Unreliable
	"Warren County, MS"	"28149"	15	93908	Unreliable
	"Washington County, MS"	"28151"	21	93452	22.47
	"Winston County, MS"	"28159"	10	36406	Unreliable
	"Audrain County, MO"	"29007"	13	51662	Unreliable
	"Barry County, MO"	"29009"	12	71400	Unreliable
	"Benton County, MO"	"29015"	11	37913	Unreliable
	"Boone County, MO"	"29019"	30	354865	8.45
	"Buchanan County, MO"	"29021"	21	178003	11.80
	"Butler County, MO"	"29023"	12	85405	Unreliable
	"Callaway County, MO"	"29027"	10	90110	Unreliable
	"Camden County, MO"	"29029"	14	90129	Unreliable
	"Cape Girardeau County, MO"	"29031"	29	157074	18.46
	"Cass County, MO"	"29037"	29	206569	14.04
	"Christian County, MO"	"29043"	15	169833	Unreliable
	"Clay County, MO"	"29047"	64	481959	13.28
	"Clinton County, MO"	"29049"	10	41164	Unreliable
	"Cole County, MO"	"29051"	27	153339	17.61
	"Crawford County, MO"	"29055"	10	48404	Unreliable
	"Dunklin County, MO"	"29069"	11	60654	Unreliable
	"Franklin County, MO"	"29071"	29	206168	14.07
	"Greene County, MO"	"29077"	69	578495	11.93
	"Howell County, MO"	"29091"	11	80313	Unreliable
	"Jackson County, MO"	"29095"	181	1390696	13.02
	"Jasper County, MO"	"29097"	37	239328	15.46
	"Jefferson County, MO"	"29099"	55	448036	12.28
	"Johnson County, MO"	"29101"	14	107839	Unreliable
	"Lafayette County, MO"	"29107"	11	65259	Unreliable
	"Lawrence County, MO"	"29109"	15	76815	Unreliable
	"Lincoln County, MO"	"29113"	16	111450	Unreliable
	"Marion County, MO"	"29127"	14	57528	Unreliable
	"Miller County, MO"	"29131"	16	50434	Unreliable
	"Newton County, MO"	"29145"	16	116984	Unreliable
	"Pettis County, MO"	"29159"	18	84771	Unreliable
	"Phelps County, MO"	"29161"	10	89352	Unreliable
	"Platte County, MO"	"29165"	27	199496	13.53
	"Randolph County, MO"	"29175"	18	49934	Unreliable
	"St. Charles County, MO"	"29183"	84	786422	10.68
	"St. Francois County, MO"	"29187"	28	133332	21.00
	"St. Louis County, MO"	"29189"	338	1995307	16.94
	"Stoddard County, MO"	"29207"	13	58957	Unreliable
	"Stone County, MO"	"29209"	17	62746	Unreliable
	"Taney County, MO"	"29213"	15	110090	Unreliable
	"Webster County, MO"	"29225"	12	76771	Unreliable
	"St. Louis city, MO"	"29510"	85	620030	13.71
	"Cascade County, MT"	"30013"	23	163409	14.08
	"Flathead County, MT"	"30029"	21	198082	10.60
	"Gallatin County, MT"	"30031"	20	212312	9.42
	"Lewis and Clark County, MT"	"30049"	17	135055	Unreliable
	"Missoula County, MT"	"30063"	25	233571	10.70
	"Ravalli County, MT"	"30081"	14	84651	Unreliable
	"Silver Bow County, MT"	"30093"	10	69155	Unreliable
	"Yellowstone County, MT"	"30111"	50	317417	15.75
	"Buffalo County, NE"	"31019"	21	99115	21.19
	"Dodge County, NE"	"31053"	11	73464	Unreliable
	"Douglas County, NE"	"31055"	126	1116615	11.28
	"Lancaster County, NE"	"31109"	66	623995	10.58
	"Madison County, NE"	"31119"	11	70159	Unreliable
	"Platte County, NE"	"31141"	14	66036	Unreliable
	"Sarpy County, NE"	"31153"	39	360462	10.82
	"Scotts Bluff County, NE"	"31157"	11	72785	Unreliable
	"Seward County, NE"	"31159"	10	34445	Unreliable
	"Washington County, NE"	"31177"	11	41324	Unreliable
	"Clark County, NV"	"32003"	527	4359743	12.09
	"Elko County, NV"	"32007"	13	104817	Unreliable
	"Lyon County, NV"	"32019"	19	107301	Unreliable
	"Nye County, NV"	"32023"	22	87625	25.11
	"Washoe County, NV"	"32031"	119	914203	13.02
	"Carson City, NV"	"32510"	24	109487	21.92
	"Belknap County, NH"	"33001"	18	121564	Unreliable
	"Carroll County, NH"	"33003"	12	95353	Unreliable
	"Cheshire County, NH"	"33005"	23	151734	15.16
	"Grafton County, NH"	"33009"	32	178274	17.95
	"Hillsborough County, NH"	"33011"	78	817458	9.54
	"Merrimack County, NH"	"33013"	55	297798	18.47
	"Rockingham County, NH"	"33015"	70	609614	11.48
	"Strafford County, NH"	"33017"	38	256041	14.84
	"Sullivan County, NH"	"33019"	11	86081	Unreliable
	"Atlantic County, NJ"	"34001"	81	540909	14.97
	"Bergen County, NJ"	"34003"	273	1887557	14.46
	"Burlington County, NJ"	"34005"	157	897880	17.49
	"Camden County, NJ"	"34007"	172	1020869	16.85
	"Cape May County, NJ"	"34009"	53	187983	28.19
	"Cumberland County, NJ"	"34011"	41	306335	13.38
	"Essex County, NJ"	"34013"	240	1605199	14.95
	"Gloucester County, NJ"	"34015"	87	584536	14.88
	"Hudson County, NJ"	"34017"	122	1369626	8.91
	"Hunterdon County, NJ"	"34019"	32	249735	12.81
	"Mercer County, NJ"	"34021"	90	745756	12.07
	"Middlesex County, NJ"	"34023"	219	1679871	13.04
	"Monmouth County, NJ"	"34025"	168	1252197	13.42
	"Morris County, NJ"	"34027"	132	998116	13.22
	"Ocean County, NJ"	"34029"	226	1190440	18.98
	"Passaic County, NJ"	"34031"	133	1020552	13.03
	"Salem County, NJ"	"34033"	20	126228	15.84
	"Somerset County, NJ"	"34035"	69	669183	10.31
	"Sussex County, NJ"	"34037"	46	284204	16.19
	"Union County, NJ"	"34039"	162	1119522	14.47
	"Warren County, NJ"	"34041"	40	213415	18.74
	"Bernalillo County, NM"	"35001"	192	1353726	14.18
	"Chaves County, NM"	"35005"	18	130148	Unreliable
	"Curry County, NM"	"35009"	11	100092	Unreliable
	"Dona Ana County, NM"	"35013"	58	429786	13.50
	"Eddy County, NM"	"35015"	15	114618	Unreliable
	"Luna County, NM"	"35029"	11	48528	Unreliable
	"McKinley County, NM"	"35031"	14	147487	Unreliable
	"Otero County, NM"	"35035"	14	131227	Unreliable
	"Sandoval County, NM"	"35043"	39	284532	13.71
	"San Juan County, NM"	"35045"	33	242005	13.64
	"Santa Fe County, NM"	"35049"	57	297401	19.17
	"Sierra County, NM"	"35051"	11	22307	Unreliable
	"Valencia County, NM"	"35061"	11	151566	Unreliable
	"Albany County, NY"	"36001"	94	618458	15.20
	"Allegany County, NY"	"36003"	14	93971	Unreliable
	"Bronx County, NY"	"36005"	364	2926880	12.44
	"Broome County, NY"	"36007"	45	388973	11.57
	"Cattaraugus County, NY"	"36009"	13	155025	Unreliable
	"Cayuga County, NY"	"36011"	19	155464	Unreliable
	"Chautauqua County, NY"	"36013"	34	258550	13.15
	"Chemung County, NY"	"36015"	30	171879	17.45
	"Chenango County, NY"	"36017"	11	96442	Unreliable
	"Clinton County, NY"	"36019"	24	162053	14.81
	"Columbia County, NY"	"36021"	20	121593	16.45
	"Delaware County, NY"	"36025"	12	90524	Unreliable
	"Dutchess County, NY"	"36027"	88	590041	14.91
	"Erie County, NY"	"36029"	324	1846574	17.55
	"Essex County, NY"	"36031"	12	76058	Unreliable
	"Franklin County, NY"	"36033"	14	101525	Unreliable
	"Fulton County, NY"	"36035"	10	107705	Unreliable
	"Genesee County, NY"	"36037"	20	116438	17.18
	"Greene County, NY"	"36039"	12	94978	Unreliable
	"Herkimer County, NY"	"36043"	15	124853	Unreliable
	"Jefferson County, NY"	"36045"	28	228193	12.27
	"Kings County, NY"	"36047"	644	5277921	12.20
	"Livingston County, NY"	"36051"	16	128056	Unreliable
	"Madison County, NY"	"36053"	18	142294	Unreliable
	"Monroe County, NY"	"36055"	182	1495369	12.17
	"Nassau County, NY"	"36059"	377	2731014	13.80
	"New York County, NY"	"36061"	393	3308461	11.88
	"Niagara County, NY"	"36063"	62	423086	14.65
	"Oneida County, NY"	"36065"	65	462522	14.05
	"Onondaga County, NY"	"36067"	119	931592	12.77
	"Ontario County, NY"	"36069"	28	219727	12.74
	"Orange County, NY"	"36071"	91	761436	11.95
	"Orleans County, NY"	"36073"	10	82329	Unreliable
	"Oswego County, NY"	"36075"	31	237465	13.05
	"Otsego County, NY"	"36077"	16	120191	Unreliable
	"Putnam County, NY"	"36079"	21	198223	10.59
	"Queens County, NY"	"36081"	537	4691636	11.45
	"Rensselaer County, NY"	"36083"	50	319792	15.64
	"Richmond County, NY"	"36085"	123	955473	12.87
	"Rockland County, NY"	"36087"	86	655648	13.12
	"St. Lawrence County, NY"	"36089"	20	219661	9.10
	"Saratoga County, NY"	"36091"	56	456922	12.26
	"Schenectady County, NY"	"36093"	50	310118	16.12
	"Schuyler County, NY"	"36097"	10	36099	Unreliable
	"Steuben County, NY"	"36101"	30	193221	15.53
	"Suffolk County, NY"	"36103"	389	2985536	13.03
	"Sullivan County, NY"	"36105"	33	150286	21.96
	"Tioga County, NY"	"36107"	12	97338	Unreliable
	"Tompkins County, NY"	"36109"	24	209673	11.45
	"Ulster County, NY"	"36111"	55	358642	15.34
	"Warren County, NY"	"36113"	18	129099	Unreliable
	"Washington County, NY"	"36115"	20	123420	16.20
	"Wayne County, NY"	"36117"	33	181468	18.19
	"Westchester County, NY"	"36119"	254	1954786	12.99
	"Wyoming County, NY"	"36121"	10	81284	Unreliable
	"Alamance County, NC"	"37001"	50	322079	15.52
	"Alexander County, NC"	"37003"	14	74714	Unreliable
	"Anson County, NC"	"37007"	11	50439	Unreliable
	"Beaufort County, NC"	"37013"	14	94614	Unreliable
	"Bladen County, NC"	"37017"	12	67219	Unreliable
	"Brunswick County, NC"	"37019"	55	257850	21.33
	"Buncombe County, NC"	"37021"	82	513695	15.96
	"Burke County, NC"	"37023"	26	178144	14.59
	"Cabarrus County, NC"	"37025"	60	408462	14.69
	"Caldwell County, NC"	"37027"	20	163430	12.24
	"Carteret County, NC"	"37031"	22	137771	15.97
	"Caswell County, NC"	"37033"	12	45556	Unreliable
	"Catawba County, NC"	"37035"	43	314433	13.68
	"Chatham County, NC"	"37037"	24	143715	16.70
	"Cherokee County, NC"	"37039"	10	55992	Unreliable
	"Chowan County, NC"	"37041"	12	28488	Unreliable
	"Cleveland County, NC"	"37045"	35	194478	18.00
	"Columbus County, NC"	"37047"	25	112441	22.23
	"Craven County, NC"	"37049"	28	206023	13.59
	"Cumberland County, NC"	"37051"	89	659673	13.49
	"Dare County, NC"	"37055"	11	72063	Unreliable
	"Davidson County, NC"	"37057"	46	330392	13.92
	"Davie County, NC"	"37059"	10	84469	Unreliable
	"Duplin County, NC"	"37061"	15	118008	Unreliable
	"Durham County, NC"	"37063"	78	617852	12.62
	"Edgecombe County, NC"	"37065"	23	106065	21.68
	"Forsyth County, NC"	"37067"	94	747831	12.57
	"Franklin County, NC"	"37069"	18	130873	Unreliable
	"Gaston County, NC"	"37071"	53	437147	12.12
	"Guilford County, NC"	"37081"	136	1048283	12.97
	"Halifax County, NC"	"37083"	22	103076	21.34
	"Harnett County, NC"	"37085"	29	263635	11.00
	"Haywood County, NC"	"37087"	16	121766	Unreliable
	"Henderson County, NC"	"37089"	51	229917	22.18
	"Hoke County, NC"	"37093"	18	107378	Unreliable
	"Iredell County, NC"	"37097"	39	348627	11.19
	"Jackson County, NC"	"37099"	10	85214	Unreliable
	"Johnston County, NC"	"37101"	38	388158	9.79
	"Lee County, NC"	"37105"	18	120046	Unreliable
	"Lenoir County, NC"	"37107"	22	114190	19.27
	"Lincoln County, NC"	"37109"	34	163571	20.79
	"McDowell County, NC"	"37111"	15	90234	Unreliable
	"Macon County, NC"	"37113"	12	69108	Unreliable
	"Martin County, NC"	"37117"	10	45961	Unreliable
	"Mecklenburg County, NC"	"37119"	217	2131672	10.18
	"Mitchell County, NC"	"37121"	10	30198	Unreliable
	"Moore County, NC"	"37125"	34	193040	17.61
	"Nash County, NC"	"37127"	41	187996	21.81
	"New Hanover County, NC"	"37129"	76	450681	16.86
	"Onslow County, NC"	"37133"	40	381029	10.50
	"Orange County, NC"	"37135"	26	286742	9.07
	"Pasquotank County, NC"	"37139"	17	79607	Unreliable
	"Pender County, NC"	"37141"	15	120048	Unreliable
	"Person County, NC"	"37145"	11	78654	Unreliable
	"Pitt County, NC"	"37147"	42	356262	11.79
	"Randolph County, NC"	"37151"	43	286698	15.00
	"Richmond County, NC"	"37153"	12	89737	Unreliable
	"Robeson County, NC"	"37155"	46	265841	17.30
	"Rockingham County, NC"	"37157"	25	182342	13.71
	"Rowan County, NC"	"37159"	43	280577	15.33
	"Rutherford County, NC"	"37161"	22	132972	16.54
	"Sampson County, NC"	"37163"	20	126554	15.80
	"Scotland County, NC"	"37165"	13	70337	Unreliable
	"Stokes County, NC"	"37169"	17	91814	Unreliable
	"Surry County, NC"	"37171"	26	144337	18.01
	"Union County, NC"	"37179"	56	457972	12.23
	"Vance County, NC"	"37181"	21	88455	23.74
	"Wake County, NC"	"37183"	229	2118994	10.81
	"Watauga County, NC"	"37189"	14	109043	Unreliable
	"Wayne County, NC"	"37191"	47	248322	18.93
	"Wilkes County, NC"	"37193"	16	137316	Unreliable
	"Wilson County, NC"	"37195"	18	163332	Unreliable
	"Yadkin County, NC"	"37197"	11	75306	Unreliable
	"Burleigh County, ND"	"38015"	25	189517	13.19
	"Cass County, ND"	"38017"	28	353036	7.93
	"Grand Forks County, ND"	"38035"	19	141878	Unreliable
	"Morton County, ND"	"38059"	18	61605	Unreliable
	"Ward County, ND"	"38101"	13	139156	Unreliable
	"Adams County, OH"	"39001"	13	55633	Unreliable
	"Allen County, OH"	"39003"	23	206940	11.11
	"Ashland County, OH"	"39005"	17	107280	Unreliable
	"Ashtabula County, OH"	"39007"	38	196038	19.38
	"Athens County, OH"	"39009"	11	132783	Unreliable
	"Auglaize County, OH"	"39011"	18	91672	Unreliable
	"Belmont County, OH"	"39013"	26	136702	19.02
	"Brown County, OH"	"39015"	12	87335	Unreliable
	"Butler County, OH"	"39017"	89	758141	11.74
	"Clark County, OH"	"39023"	57	269343	21.16
	"Clermont County, OH"	"39025"	51	407236	12.52
	"Clinton County, OH"	"39027"	13	83911	Unreliable
	"Columbiana County, OH"	"39029"	27	206762	13.06
	"Cuyahoga County, OH"	"39035"	462	2497866	18.50
	"Darke County, OH"	"39037"	14	103314	Unreliable
	"Delaware County, OH"	"39041"	46	396927	11.59
	"Erie County, OH"	"39043"	32	149924	21.34
	"Fairfield County, OH"	"39045"	45	307330	14.64
	"Fayette County, OH"	"39047"	15	57428	Unreliable
	"Franklin County, OH"	"39049"	318	2556499	12.44
	"Fulton County, OH"	"39051"	13	84803	Unreliable
	"Geauga County, OH"	"39055"	30	187978	15.96
	"Greene County, OH"	"39057"	42	331517	12.67
	"Hamilton County, OH"	"39061"	232	1622921	14.30
	"Hancock County, OH"	"39063"	21	151626	13.85
	"Highland County, OH"	"39071"	16	86000	Unreliable
	"Holmes County, OH"	"39075"	16	87893	Unreliable
	"Huron County, OH"	"39077"	11	116933	Unreliable
	"Jefferson County, OH"	"39081"	17	133063	Unreliable
	"Knox County, OH"	"39083"	18	122075	Unreliable
	"Lake County, OH"	"39085"	76	458731	16.57
	"Lawrence County, OH"	"39087"	27	121121	22.29
	"Licking County, OH"	"39089"	46	345646	13.31
	"Logan County, OH"	"39091"	14	90490	Unreliable
	"Lorain County, OH"	"39093"	104	614289	16.93
	"Lucas County, OH"	"39095"	119	863375	13.78
	"Madison County, OH"	"39097"	19	87455	Unreliable
	"Mahoning County, OH"	"39099"	88	459804	19.14
	"Marion County, OH"	"39101"	16	130063	Unreliable
	"Medina County, OH"	"39103"	50	355592	14.06
	"Miami County, OH"	"39109"	30	209801	14.30
	"Montgomery County, OH"	"39113"	185	1062781	17.41
	"Morrow County, OH"	"39117"	10	70030	Unreliable
	"Muskingum County, OH"	"39119"	17	172217	Unreliable
	"Ottawa County, OH"	"39123"	20	81293	24.60
	"Perry County, OH"	"39127"	11	71951	Unreliable
	"Pickaway County, OH"	"39129"	12	115395	Unreliable
	"Pike County, OH"	"39131"	11	56430	Unreliable
	"Portage County, OH"	"39133"	50	324198	15.42
	"Preble County, OH"	"39135"	17	82367	Unreliable
	"Putnam County, OH"	"39137"	11	67934	Unreliable
	"Richland County, OH"	"39139"	42	241696	17.38
	"Ross County, OH"	"39141"	20	154313	12.96
	"Sandusky County, OH"	"39143"	17	118525	Unreliable
	"Scioto County, OH"	"39145"	20	152017	13.16
	"Shelby County, OH"	"39149"	11	97382	Unreliable
	"Stark County, OH"	"39151"	128	746154	17.15
	"Summit County, OH"	"39153"	185	1081528	17.11
	"Trumbull County, OH"	"39155"	66	402205	16.41
	"Tuscarawas County, OH"	"39157"	34	184717	18.41
	"Warren County, OH"	"39165"	55	455945	12.06
	"Washington County, OH"	"39167"	28	121028	23.14
	"Wayne County, OH"	"39169"	41	232508	17.63
	"Williams County, OH"	"39171"	11	73801	Unreliable
	"Wood County, OH"	"39173"	36	260711	13.81
	"Bryan County, OK"	"40013"	14	91892	Unreliable
	"Canadian County, OK"	"40017"	29	276458	10.49
	"Carter County, OK"	"40019"	18	96746	Unreliable
	"Cherokee County, OK"	"40021"	11	97588	Unreliable
	"Cleveland County, OK"	"40027"	64	558296	11.46
	"Comanche County, OK"	"40031"	35	243662	14.36
	"Creek County, OK"	"40037"	22	143016	15.38
	"Delaware County, OK"	"40041"	17	84200	Unreliable
	"Garfield County, OK"	"40047"	16	124184	Unreliable
	"Garvin County, OK"	"40049"	13	55747	Unreliable
	"Grady County, OK"	"40051"	12	109598	Unreliable
	"Kay County, OK"	"40071"	10	89487	Unreliable
	"Le Flore County, OK"	"40079"	19	99604	Unreliable
	"Lincoln County, OK"	"40081"	11	70271	Unreliable
	"McClain County, OK"	"40087"	17	78025	Unreliable
	"Muskogee County, OK"	"40101"	26	138563	18.76
	"Oklahoma County, OK"	"40109"	220	1570928	14.00
	"Osage County, OK"	"40113"	17	95039	Unreliable
	"Payne County, OK"	"40119"	17	162706	Unreliable
	"Pittsburg County, OK"	"40121"	12	88357	Unreliable
	"Pontotoc County, OK"	"40123"	16	76554	Unreliable
	"Pottawatomie County, OK"	"40125"	22	144516	15.22
	"Rogers County, OK"	"40131"	29	183210	15.83
	"Sequoyah County, OK"	"40135"	14	82546	Unreliable
	"Stephens County, OK"	"40137"	12	87422	Unreliable
	"Tulsa County, OK"	"40143"	168	1289206	13.03
	"Wagoner County, OK"	"40145"	22	156336	14.07
	"Washington County, OK"	"40147"	23	104019	22.11
	"Benton County, OR"	"41003"	21	180336	11.64
	"Clackamas County, OR"	"41005"	129	820734	15.72
	"Clatsop County, OR"	"41007"	16	77814	Unreliable
	"Coos County, OR"	"41011"	24	127649	18.80
	"Curry County, OR"	"41015"	16	45382	Unreliable
	"Deschutes County, OR"	"41017"	36	368182	9.78
	"Douglas County, OR"	"41019"	39	217862	17.90
	"Jackson County, OR"	"41029"	59	434006	13.59
	"Josephine County, OR"	"41033"	37	172256	21.48
	"Klamath County, OR"	"41035"	21	133378	15.74
	"Lane County, OR"	"41039"	98	744267	13.17
	"Lincoln County, OR"	"41041"	17	96726	Unreliable
	"Linn County, OR"	"41043"	28	247896	11.30
	"Malheur County, OR"	"41045"	17	60919	Unreliable
	"Marion County, OR"	"41047"	92	677602	13.58
	"Multnomah County, OR"	"41051"	174	1607321	10.83
	"Polk County, OR"	"41053"	21	165519	12.69
	"Umatilla County, OR"	"41059"	30	153441	19.55
	"Union County, OR"	"41061"	10	52309	Unreliable
	"Wasco County, OR"	"41065"	11	52552	Unreliable
	"Washington County, OR"	"41067"	132	1171736	11.27
	"Yamhill County, OR"	"41071"	24	210757	11.39
	"Adams County, PA"	"42001"	23	204516	11.25
	"Allegheny County, PA"	"42003"	419	2448413	17.11
	"Armstrong County, PA"	"42005"	21	132128	15.89
	"Beaver County, PA"	"42007"	58	333569	17.39
	"Bedford County, PA"	"42009"	21	96805	21.69
	"Berks County, PA"	"42011"	107	832666	12.85
	"Blair County, PA"	"42013"	43	248107	17.33
	"Bradford County, PA"	"42015"	26	121623	21.38
	"Bucks County, PA"	"42017"	196	1254740	15.62
	"Butler County, PA"	"42019"	55	373955	14.71
	"Cambria County, PA"	"42021"	50	267786	18.67
	"Carbon County, PA"	"42025"	20	127447	15.69
	"Centre County, PA"	"42027"	32	324124	9.87
	"Chester County, PA"	"42029"	133	1035605	12.84
	"Clarion County, PA"	"42031"	19	76971	Unreliable
	"Clearfield County, PA"	"42033"	21	160281	13.10
	"Columbia County, PA"	"42037"	13	132352	Unreliable
	"Crawford County, PA"	"42039"	31	172416	17.98
	"Cumberland County, PA"	"42041"	87	498572	17.45
	"Dauphin County, PA"	"42043"	72	549417	13.10
	"Delaware County, PA"	"42045"	177	1128098	15.69
	"Elk County, PA"	"42047"	15	60677	Unreliable
	"Erie County, PA"	"42049"	88	550748	15.98
	"Fayette County, PA"	"42051"	55	264237	20.81
	"Franklin County, PA"	"42055"	46	308085	14.93
	"Greene County, PA"	"42059"	10	73967	Unreliable
	"Huntingdon County, PA"	"42061"	11	91125	Unreliable
	"Indiana County, PA"	"42063"	14	171317	Unreliable
	"Jefferson County, PA"	"42065"	10	87877	Unreliable
	"Lackawanna County, PA"	"42069"	67	422082	15.87
	"Lancaster County, PA"	"42071"	170	1081403	15.72
	"Lawrence County, PA"	"42073"	46	174363	26.38
	"Lebanon County, PA"	"42075"	51	278617	18.30
	"Lehigh County, PA"	"42077"	105	729641	14.39
	"Luzerne County, PA"	"42079"	95	633726	14.99
	"Lycoming County, PA"	"42081"	37	229089	16.15
	"Mc Kean County, PA"	"42083"	10	83213	Unreliable
	"Mercer County, PA"	"42085"	42	224663	18.69
	"Mifflin County, PA"	"42087"	11	92730	Unreliable
	"Monroe County, PA"	"42089"	46	334144	13.77
	"Montgomery County, PA"	"42091"	267	1647800	16.20
	"Northampton County, PA"	"42095"	101	605699	16.67
	"Northumberland County, PA"	"42097"	29	184570	15.71
	"Philadelphia County, PA"	"42101"	470	3148735	14.93
	"Pike County, PA"	"42103"	16	111253	Unreliable
	"Schuylkill County, PA"	"42107"	49	286142	17.12
	"Somerset County, PA"	"42111"	19	149562	Unreliable
	"Susquehanna County, PA"	"42115"	21	81847	25.66
	"Tioga County, PA"	"42117"	11	82260	Unreliable
	"Union County, PA"	"42119"	10	90160	Unreliable
	"Venango County, PA"	"42121"	27	104344	25.88
	"Warren County, PA"	"42123"	20	79684	25.10
	"Washington County, PA"	"42125"	65	415279	15.65
	"Wayne County, PA"	"42127"	14	101915	Unreliable
	"Westmoreland County, PA"	"42129"	142	708085	20.05
