pcp_rate09,pcp_rate10,pcp_rate11,pcp_rate12,pcp_rate13,pcp_rate14,pcp_rate15,pcp_rate16,pcp_rate17,fips,county
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19035,Cherokee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19037,Chickasaw County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19039,Clarke County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19041,Clay County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19043,Clayton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19045,Clinton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19047,Crawford County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19049,Dallas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19051,Davis County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19053,Decatur County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19055,Delaware County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19057,Des Moines County
28.7,28.7,28.7,28.6,28.6,28,28.6,28.6,28.7,19059,Dickinson County
28.6,28.6,28.6,28.6,28.7,28.7,28.7,28.7,28.7,19061,Dubuque County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19063,Emmet County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19065,Fayette County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19067,Floyd County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19069,Franklin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19071,Fremont County
28.7,28.7,28.3,28.3,28.7,28.7,28.7,28.7,28.7,19073,Greene County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19075,Grundy County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19077,Guthrie County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19079,Hamilton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19081,Hancock County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19083,Hardin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19085,Harrison County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.6,19087,Henry County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19089,Howard County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19091,Humboldt County
28.7,28.7,28.3,28.7,28.7,28.7,28.7,28.7,28.7,19093,Ida County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19095,Iowa County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19097,Jackson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19099,Jasper County
28.7,28.7,28.3,28,28.6,28,28.7,28.7,28.7,19101,Jefferson County
9,9,19.1,16.9,16.9,14.8,14.8,16.9,16.9,19103,Johnson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19105,Jones County
28.7,28.7,NA,NA,NA,NA,28.7,28.7,28.7,19107,Keokuk County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19109,Kossuth County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19111,Lee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19113,Linn County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19115,Louisa County
28.7,28.7,28.7,28.7,28.7,28.6,28.6,28.7,28.7,19117,Lucas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19119,Lyon County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19121,Madison County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19123,Mahaska County
28.7,28.7,28,28,26.6,27.2,27.2,27.7,28,19125,Marion County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19127,Marshall County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19129,Mills County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19131,Mitchell County
28.7,28.7,28.7,28.3,28,28,28,28,28,19133,Monona County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19135,Monroe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19137,Montgomery County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19139,Muscatine County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19141,O'Brien County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19143,Osceola County
28.7,28.7,28.7,28.7,28.7,28.6,28.3,28.7,28.7,19145,Page County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19147,Palo Alto County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19149,Plymouth County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19151,Pocahontas County
28.7,28.7,26.6,26.6,27.2,27.2,27.2,27.2,27.2,19153,Polk County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19155,Pottawattamie County
28.3,28.3,28.7,28.7,28.7,27.7,27.7,27.2,28.3,19157,Poweshiek County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,24.3,24.3,19159,Ringgold County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19161,Sac County
28.7,28.7,28.7,28.7,28.7,28.6,28.6,28,28,19163,Scott County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19165,Shelby County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19167,Sioux County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19169,Story County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19171,Tama County
0,0,NA,NA,NA,28.7,28.7,28.7,28.7,19173,Taylor County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.6,19175,Union County
28.7,28.7,28.7,28.7,28.7,28.6,27.7,27.2,27.2,19177,Van Buren County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19179,Wapello County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19181,Warren County
28.7,28.7,28.7,28.7,28.6,28.7,28.7,28.7,28.7,19183,Washington County
28.7,28.7,25.9,27.7,28.7,28.7,28.7,28.7,28.7,19185,Wayne County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19187,Webster County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19189,Winnebago County
28.7,28.7,28.7,28.7,28.7,28.7,27.2,26.6,26.6,19191,Winneshiek County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19193,Woodbury County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19195,Worth County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,19197,Wright County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20000,Kansas
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20001,Allen County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20003,Anderson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20005,Atchison County
28.7,28.7,26.6,28.6,28.6,28.7,28.7,28.7,28.7,20007,Barber County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20009,Barton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20011,Bourbon County
25.9,25.9,26.6,27.2,25.3,26.6,25.3,25.3,24.3,20013,Brown County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20015,Butler County
0,0,NA,NA,NA,NA,NA,NA,NA,20017,Chase County
0,0,NA,NA,NA,NA,NA,NA,28.7,20019,Chautauqua County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20021,Cherokee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20023,Cheyenne County
28.7,28.7,21.9,21.9,14.8,14.8,27.7,27.2,28.7,20025,Clark County
27.7,27.7,25.3,25.3,25.3,24.3,24.3,24.3,24.3,20027,Clay County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20029,Cloud County
28.7,28.7,28.7,28.7,28.7,27.7,27.7,27.2,28.6,20031,Coffey County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,25.9,25.9,20033,Comanche County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20035,Cowley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20037,Crawford County
21.9,21.9,28.7,28.7,NA,28.7,28.7,28.7,28.7,20039,Decatur County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20041,Dickinson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20043,Doniphan County
28.7,28.7,28.7,28.7,28,28.3,28,28.3,28.3,20045,Douglas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20047,Edwards County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20049,Elk County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20051,Ellis County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20053,Ellsworth County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20055,Finney County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20057,Ford County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20059,Franklin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20061,Geary County
12.6,12.6,14.8,10.7,14.8,16.9,14.8,14.8,19.1,20063,Gove County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20065,Graham County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20067,Grant County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20069,Gray County
28.7,28.7,19.1,19.1,28.7,28.7,28.7,28.7,28.7,20071,Greeley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20073,Greenwood County
0,0,NA,NA,NA,28.7,28.7,28.7,NA,20075,Hamilton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20077,Harper County
26.6,26.6,28.6,28.3,28.3,28,28.3,28,28.6,20079,Harvey County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20081,Haskell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,19.1,19.1,20083,Hodgeman County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20085,Jackson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20087,Jefferson County
0,0,28.7,NA,NA,NA,NA,NA,NA,20089,Jewell County
24.3,24.3,26.6,26.6,25.9,24.3,24.3,24.3,24.3,20091,Johnson County
28.7,28.7,28.7,28.7,26.6,26.6,26.6,28.7,26.6,20093,Kearny County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20095,Kingman County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20097,Kiowa County
28.7,28.7,28.3,28.7,28.7,28.7,28.7,28.7,28.7,20099,Labette County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20101,Lane County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20103,Leavenworth County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20105,Lincoln County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20107,Linn County
28.7,28.7,25.9,28.7,28.7,28.7,25.9,25.9,25.9,20109,Logan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20111,Lyon County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20113,McPherson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20115,Marion County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20117,Marshall County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20119,Meade County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20121,Miami County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,27.2,20123,Mitchell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20125,Montgomery County
28.6,28.6,28.3,28.7,28.7,28.7,28.7,28.7,28.7,20127,Morris County
28.7,28.7,27.7,28.7,27.7,27.2,28.7,27.2,25.9,20129,Morton County
28.7,28.7,27.2,27.2,27.2,27.2,27.2,25.9,27.2,20131,Nemaha County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20133,Neosho County
28.7,28.7,27.2,27.2,27.2,28.7,28.7,28.7,28.7,20135,Ness County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20137,Norton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,NA,20139,Osage County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20141,Osborne County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20143,Ottawa County
28.7,28.7,28.7,25.3,28.3,25.3,25.3,26.6,28,20145,Pawnee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20147,Phillips County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20149,Pottawatomie County
28.7,28.7,28.7,28.6,28.6,27.7,28.6,28.6,28.3,20151,Pratt County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,NA,20153,Rawlins County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20155,Reno County
26.6,26.6,28.6,28.6,28.6,28.6,28.6,28.3,28.3,20157,Republic County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20159,Rice County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20161,Riley County
28.7,28.7,28.7,25.3,25.3,27.2,25.3,25.3,24.3,20163,Rooks County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20165,Rush County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20167,Russell County
27.7,27.7,28.7,28.6,28.3,27.7,28.3,28.7,28.3,20169,Saline County
28,28,28.7,28.7,28.7,28.7,28.7,28.6,28.7,20171,Scott County
27.2,27.2,28.7,28.6,28.3,28.3,28.3,28,28,20173,Sedgwick County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20175,Seward County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20177,Shawnee County
28.6,28.6,28.7,NA,NA,NA,NA,NA,28.7,20179,Sheridan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20181,Sherman County
28.7,28.7,28.7,28.7,28.7,28.7,23.1,21.9,21.9,20183,Smith County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20185,Stafford County
28.7,28.7,28.7,28,27.7,21.9,27.7,20.7,28.7,20187,Stanton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20189,Stevens County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20191,Sumner County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20193,Thomas County
21.9,21.9,16.9,21.9,21.9,21.9,21.9,28.7,28.7,20195,Trego County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20197,Wabaunsee County
0,0,0,0,0,0,0,0,0,20199,Wallace County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20201,Washington County
28.7,28.7,NA,NA,NA,27.7,27.7,27.7,27.7,20203,Wichita County
28.7,28.7,28.7,28.7,28,28.7,28.7,28.7,28.7,20205,Wilson County
28.7,28.7,NA,NA,NA,NA,NA,NA,NA,20207,Woodson County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,20209,Wyandotte County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21000,Kentucky
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21001,Adair County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21003,Allen County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21005,Anderson County
28.7,28.7,28.7,28.7,28.7,28.7,NA,NA,NA,21007,Ballard County
24.3,24.3,28.7,28.7,28.7,28.7,28.3,28.3,28.3,21009,Barren County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21011,Bath County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21013,Bell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21015,Boone County
28.7,28.7,28.6,28.7,28.7,28.7,28.7,28.7,28.7,21017,Bourbon County
24.3,24.3,25.9,24.3,24.3,25.9,26.6,27.2,27.2,21019,Boyd County
25.9,25.9,27.7,27.7,28,28,28,28,28,21021,Boyle County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21023,Bracken County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21025,Breathitt County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21027,Breckinridge County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21029,Bullitt County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21031,Butler County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21033,Caldwell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21035,Calloway County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21037,Campbell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21039,Carlisle County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21041,Carroll County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21043,Carter County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21045,Casey County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21047,Christian County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21049,Clark County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21051,Clay County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21053,Clinton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21055,Crittenden County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21057,Cumberland County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21059,Daviess County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21061,Edmonson County
0,0,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21063,Elliott County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21065,Estill County
16.9,16.9,25.3,24.3,25.3,24.3,24.3,24.3,24.3,21067,Fayette County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21069,Fleming County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21071,Floyd County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21073,Franklin County
25.3,25.3,28,28.7,27.7,25.9,25.3,28.7,28.7,21075,Fulton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21077,Gallatin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21079,Garrard County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21081,Grant County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21083,Graves County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21085,Grayson County
28.7,28.7,28.7,28.7,NA,NA,NA,NA,NA,21087,Green County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21089,Greenup County
0,0,NA,NA,NA,NA,NA,NA,NA,21091,Hancock County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21093,Hardin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21095,Harlan County
28.6,28.6,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21097,Harrison County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21099,Hart County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21101,Henderson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21103,Henry County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21105,Hickman County
21.9,21.9,25.3,25.3,26.6,25.3,24.3,25.3,25.3,21107,Hopkins County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21109,Jackson County
21.9,21.9,28,28,28,27.7,27.7,27.2,27.2,21111,Jefferson County
28.7,28.7,28.7,28.7,28.7,28.3,28.6,28.7,28.7,21113,Jessamine County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21115,Johnson County
25.9,25.9,28.7,28.7,28.7,28.6,28.7,28.6,28.3,21117,Kenton County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21119,Knott County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21121,Knox County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21123,Larue County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21125,Laurel County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21127,Lawrence County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21129,Lee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21131,Leslie County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21133,Letcher County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21135,Lewis County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21137,Lincoln County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21139,Livingston County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21141,Logan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21143,Lyon County
28,28,28.3,28.3,28.6,28,28,28,28,21145,McCracken County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21147,McCreary County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21149,McLean County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21151,Madison County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21153,Magoffin County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21155,Marion County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21157,Marshall County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21159,Martin County
25.9,25.9,27.2,28,27.7,28.3,28.6,28.6,28.7,21161,Mason County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21163,Meade County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21165,Menifee County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21167,Mercer County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21169,Metcalfe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21171,Monroe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21173,Montgomery County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21175,Morgan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21177,Muhlenberg County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21179,Nelson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21181,Nicholas County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21183,Ohio County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21185,Oldham County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21187,Owen County
0,0,28.7,28.7,NA,NA,NA,NA,NA,21189,Owsley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21191,Pendleton County
23.1,23.1,25.3,24.3,24.3,23.1,24.3,25.3,25.3,21193,Perry County
28.7,28.7,28.7,28.7,28.3,27.7,28.3,27.2,27.7,21195,Pike County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21197,Powell County
28,28,28.7,28.7,28.6,28.6,28.6,28.7,28.7,21199,Pulaski County
0,0,NA,NA,NA,NA,NA,NA,NA,21201,Robertson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21203,Rockcastle County
25.9,25.9,27.7,26.6,24.3,25.9,27.2,27.7,28.7,21205,Rowan County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21207,Russell County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21209,Scott County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21211,Shelby County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21213,Simpson County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21215,Spencer County
28.7,28.7,28.7,28.6,28.7,28.7,28.7,28.7,28.7,21217,Taylor County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21219,Todd County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21221,Trigg County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21223,Trimble County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21225,Union County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21227,Warren County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21229,Washington County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21231,Wayne County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21233,Webster County
28.3,28.3,28.7,28.3,28,27.7,28,27.7,28.6,21235,Whitley County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21237,Wolfe County
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,21239,Woodford County
28,28,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22000,Louisiana
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22001,Acadia Parish
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22003,Allen Parish
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22005,Ascension Parish
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22007,Assumption Parish
28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,28.7,22009,Avoyelles Parish
